股票代码,股票名,涨停次数
603696,安记食品,2
002108,沧州明珠,6
605088,冠盛股份,3
300787,海能实业,3
002993,奥海科技,3
600589,广东榕泰,2
300021,大禹节水,2
002041,登海种业,2
300859,西域旅游,10
603856,东宏股份,3
000505,京粮控股,3
605388,均瑶健康,2
605333,沪光股份,2
600313,农发种业,2
002288,超华科技,2
