股票代码,股票名,涨停次数
600589,广东榕泰,3
600310,桂东电力,2
000993,闽东电力,2
002882,金龙羽,2
603697,有友食品,2
603535,嘉诚国际,2
605388,均瑶健康,3
605333,沪光股份,3
603931,格林达,2
002993,奥海科技,4
300859,西域旅游,10
300313,天山生物,2
002288,超华科技,2
